overview,genres
"A thief who steals corporate secrets through the use of dream-sharing technology is given the inverse task of planting an idea into the mind of a C.E.O., but his tragic past may doom the project and his team to disaster.",['Action'|'Adventure'|'Sci-Fi']
"A teenage girl discovers her father has an amazing talent to bring characters out of their books and must try to stop a freed villain from destroying them all, with the help of her father, her aunt, and a storybook's hero.",['Adventure'|'Family'|'Fantasy']
"It is the year 2077 and terrorist organization known as The Red Army Hammerheads now dominate the Earth. The fate of humanity now rests in the hands of The New Model, Ari Frost. Trained under the wing of Alex Rain, she must form an army of Cyborg Humans to take down the regime an... Read all",['Action'|'Sci-Fi']
"Two U.S. border patrolmen find a buried 20+ year old jeep in the desert with a skeleton, rifle and $800,000. They keep the money. Suddenly, the FBI shows a lot of interest in the car.",['Action'|'Crime'|'Drama']
A Palestinian father trapped on the other side of the separation wall is trying to reach the hospital for his son.,['Adventure'|'Drama']
"Two brothers have half of a powerful ancient Chinese talisman. An evil gang leader has the other half, and determines to get the brothers' half and have a complete medallion so he can gain absolute power.",['Action'|'Adventure'|'Comedy']
A man with a dangerous past must protect a girl from those who are hell bent on killing her.,['Action'|'Drama'|'Thriller']
"2 criminals want out but their boss kills those leaving. When the men are ordered to rob the triad, they keep the money and hide from the boss, triad and police at a convent, dressed as nuns.",['Comedy'|'Crime']
A bitter conflict is sown in a powerful crime family when the son goes against his father and decides to stand up for the law.,['Action'|'Crime'|'Drama']
Three American astronauts are stranded in space when their retros won't fire. Can they be rescued before their oxygen runs out?,['Adventure'|'Drama'|'Sci-Fi']
An investigative journalist is in trouble when he publishes an article that exposes bitter truths about a corrupt politician.,['Action'|'Thriller']
"Two girls are driving home when their car breaks down in the country. They are kidnapped by a gang of drug-crazed hippies, and repeatedly raped. They escape, but soon run into a death cult who plan to gang-rape the girls, then kill them. Meanwhile, the father of one of the girls ... Read all",['Crime'|'Drama'|'Thriller']
"While mainland Britain shivers in deepest winter, the northern island of Fara bakes in the nineties. The boys at the Met station have no more idea what is going on than the regulars at the Swan. Only a stand-offish visiting scientist suspects aliens are to blame. Meanwhile the ne... Read all",['Horror'|'Mystery'|'Sci-Fi']
"A renowned psychiatrist has selected six mental patients to interview as part of the research for his new book. As he begins his unorthodox methods the question becomes, who really belongs in Spring Valley Mental Hospital?",['Fantasy'|'Horror'|'Mystery']
Ajay Chauvan lives with his parents and a younger sister. Ajay loves Pooja and hopes to get marry to her one day; he prepares a job application and send it to various places but in the mean-while he stages dance programs and performs in street fights to meet his family needs. A f... Read all,['Action'|'Drama']
"A seemingly corrupt petty contractor faces challenges from the local municipality, his family, his employees, as well as a former girlfriend and her family.",['Comedy'|'Crime'|'Drama']
A lone fisherman encounters a seemingly abandoned yacht in an eerie fog bank. Whilst trying to do the right thing the most inexplicable and terrifying nightmare begins.,['Horror'|'Mystery'|'Thriller']
A high school teacher meets his match in an over-achieving student politician.,['Comedy'|'Romance']
"When a new family moves in next door to Laura and her family, their young daughter, Megan, quickly captivates her, stirring up painful memories of her own daughter, Josie, who died several years previously.",['Drama'|'Mystery'|'Thriller']
Black gangsters in 1930 Harlem fights Dutch Schultz who is trying to horn in on their numbers racket.,['Crime'|'Drama']
"Gar is a high school journalist who covers the basketball team as it heads toward a state championship; when his best friend Matt, the team's star, is asked by a drug dealer to throw the big game, Gar inevitably gets caught in the middle.",['Crime'|'Drama'|'Sport']
"When a UFO is taken down by the government making it crash, Nemon (Farid Jamal Khan) is taken to a secret Laboratory ran by Dr. Silva (Joe Bei) for anything and everything evil. Becoming close with Dr. Silva's assistant Terry (Tara London) she saves him from the laboratory and as... Read all",['Action'|'Sci-Fi']
The story of a small and conservative West-Flemish village opposing the construction of a bridge over the Scheldt.,['Crime'|'Drama']
A bank Robbery goes terribly wrong when one of the hostages turns out to be a wanted serial killer,['Action'|'Horror'|'Thriller']
Four young women tourists are hunted by ruthless woodsmen in the Florida Everglades.,['Action'|'Adventure'|'Horror']
"Set in the fictional college campus ""Miskatonic University"" in Arkham, Massachusetts where all sorts of fantastic and unworldly events have been known to unfold in Lovecraft lore, THE RESONATOR: MISKATONIC U follows six gifted students as they navigate life after one of them, Cra... Read all",['Fantasy'|'Horror'|'Sci-Fi']
"Erik is an ambitious teenager who spends more time posting fliers for his favorite rapper, Prolifik, than sitting in the classroom. When he and his best friend stumble across a dead body one night, they trigger a series of tragic events.",['Action'|'Drama'|'Music']
"Convicts on a chain gang sniff experimental formaldehyde fumes to get high. They attempt a prison break, are shot down by the guards and buried in the prison garden. Soon, they rise from the dead, using shovels and hoes to kill all who get in their way on their quest to get high ... Read all",['Sci-Fi'|'Horror']
A Witness Protection specialist becomes suspicious of his co-workers when dealing with a case involving high-tech weapons.,['Action'|'Crime'|'Thriller']
"Pork Pie tracks the escapades of a trio of accidental outlaws as they travel the length of the New Zealand in a yellow mini, protesting conformity and chasing lost love, with a posse of cops and a media frenzy hot in their pursuit.",['Action'|'Comedy'|'Crime']
"Cobra, a famous space pirate with a psycho-gun hidden in his left arm, supposed dead for two years, is back in action. He falls for bounty huntress Jane Flower, whom crime lord Necron wants dead, and tries to help her save her world.",['Animation'|'Action'|'Fantasy']
"As a competitor in the most well funded pit-fighting organization in the world, a young Pitbull leads a revolt in a dangerous break for freedom.",['Animation'|'Action'|'Drama']
A tough police sergeant's overbearing mother comes to visit him and begins to meddle in his life and career.,['Action'|'Comedy']
"An action/adventure story centered on a 1,000-year-old man who has used his time on the planet to develop an unparalleled set of survival skills.",['Action'|'Adventure']
"When the Man of Steel is rendered almost powerless by an evil mastermind, he must find a way to prove to the world that he is still a super man.",['Action'|'Adventure'|'Drama']
A convict studies law in prison and becomes a lawyer to seek revenge against the corrupt police officer who framed him on the very day of his marriage.,['Action'|'Crime'|'Drama']
Noah is chosen by God to undertake a momentous mission before an apocalyptic flood cleanses the world.,['Action'|'Adventure'|'Drama']
"In a future time, when things have reverted back to the days of the Old West, a man goes after the gang that murdered his brother.",['Action'|'Sci-Fi'|'Western']
The son of a courtesan retreats into a fantasy world after being forced to end his relationship with the older woman who educated him in the ways of love.,['Comedy'|'Drama'|'Romance']
"When deaf-mute Singer moves to a new town to be near his hospitalized friend, he makes an indelible impression on the lives of those around him.",['Drama']
A nitwit investigator goes undercover in a restaurant to catch a gang of crooks.,['Comedy'|'Crime'|'Musical']
